ip,domain
173.212.201.5,ns2.tcdns.eu
173.212.205.92,dns.adriatis.org
173.212.212.199,dns.schwempf.de
173.212.225.6,myprivatedns.uk
173.22.251.210,com.apple.dnssd-proxy
173.229.10.218,com.apple.dnssd-proxy
173.229.10.242,com.apple.dnssd-proxy
173.229.10.253,com.apple.dnssd-proxy
173.230.67.110,com.apple.dnssd-proxy
173.230.86.108,com.apple.dnssd-proxy
173.232.2.74,dns.nextdns.io
173.242.127.47,dns.cyaron.xyz
173.249.24.244,dns.seniux.de
173.252.16.216,com.apple.dnssd-proxy
173.255.211.77,dns1.chance.link
173.255.211.87,dns2.chance.link
173.255.240.189,dns.w3ctag.org
173.31.235.7,com.apple.dnssd-proxy
173.44.118.138,msdns-ox-test
173.44.118.38,ms-dns-oxf-01
173.75.214.154,cloudflare-dns.com
173.82.206.127,dns.ljmgay.work
173.82.55.181,dns.bsmi.info
174.115.128.156,com.apple.dnssd-proxy
174.141.183.23,com.apple.dnssd-proxy
174.68.156.21,com.apple.dnssd-proxy
174.75.0.154,com.apple.dnssd-proxy
174.77.36.53,com.apple.dnssd-proxy
174.81.41.112,dns64.dns.google
174.81.41.112,dns.google
174.81.41.112,dns.google.com
174.96.138.35,com.apple.dnssd-proxy
175.112.11.42,com.apple.dnssd-proxy
175.112.159.171,com.apple.dnssd-proxy
175.112.173.185,com.apple.dnssd-proxy
175.112.32.161,com.apple.dnssd-proxy
175.112.56.135,com.apple.dnssd-proxy
175.112.62.113,com.apple.dnssd-proxy
175.113.124.104,com.apple.dnssd-proxy
175.113.172.147,com.apple.dnssd-proxy
175.113.241.71,com.apple.dnssd-proxy
175.113.255.228,com.apple.dnssd-proxy
175.113.30.206,com.apple.dnssd-proxy
175.113.39.208,com.apple.dnssd-proxy
175.114.101.57,com.apple.dnssd-proxy
175.114.113.80,com.apple.dnssd-proxy
175.114.125.149,com.apple.dnssd-proxy
175.114.177.77,com.apple.dnssd-proxy
175.114.208.96,com.apple.dnssd-proxy
175.114.210.118,com.apple.dnssd-proxy
175.114.21.226,com.apple.dnssd-proxy
175.114.21.234,com.apple.dnssd-proxy
175.114.220.122,com.apple.dnssd-proxy
175.114.237.2,com.apple.dnssd-proxy
175.114.33.80,com.apple.dnssd-proxy
175.114.57.203,com.apple.dnssd-proxy
175.114.73.59,com.apple.dnssd-proxy
175.114.76.50,com.apple.dnssd-proxy
175.115.125.22,com.apple.dnssd-proxy
175.115.214.151,com.apple.dnssd-proxy
175.115.4.65,com.apple.dnssd-proxy
175.116.157.72,com.apple.dnssd-proxy
175.116.211.58,com.apple.dnssd-proxy
175.116.213.84,com.apple.dnssd-proxy
175.116.53.114,com.apple.dnssd-proxy
175.116.61.165,com.apple.dnssd-proxy
175.116.65.98,com.apple.dnssd-proxy
175.117.115.158,com.apple.dnssd-proxy
175.117.155.19,com.apple.dnssd-proxy
175.117.171.157,com.apple.dnssd-proxy
175.117.175.192,com.apple.dnssd-proxy
175.117.180.194,com.apple.dnssd-proxy
175.117.180.210,com.apple.dnssd-proxy
175.117.1.89,com.apple.dnssd-proxy
175.117.217.4,com.apple.dnssd-proxy
175.117.244.59,com.apple.dnssd-proxy
175.117.35.15,com.apple.dnssd-proxy
175.117.39.11,com.apple.dnssd-proxy
175.117.49.42,com.apple.dnssd-proxy
175.117.66.176,com.apple.dnssd-proxy
175.117.80.246,com.apple.dnssd-proxy
175.117.83.251,com.apple.dnssd-proxy
175.117.84.102,com.apple.dnssd-proxy
175.117.84.35,com.apple.dnssd-proxy
175.118.107.156,com.apple.dnssd-proxy
175.118.131.24,com.apple.dnssd-proxy
175.118.14.82,com.apple.dnssd-proxy
175.118.185.82,com.apple.dnssd-proxy
175.118.196.176,com.apple.dnssd-proxy
175.118.243.20,com.apple.dnssd-proxy
175.118.64.246,com.apple.dnssd-proxy
175.118.64.48,com.apple.dnssd-proxy
175.118.70.131,com.apple.dnssd-proxy
175.118.72.4,com.apple.dnssd-proxy
175.118.98.72,com.apple.dnssd-proxy
175.119.12.19,com.apple.dnssd-proxy
175.119.135.56,com.apple.dnssd-proxy
175.119.184.80,com.apple.dnssd-proxy
175.119.23.36,com.apple.dnssd-proxy
175.119.238.117,com.apple.dnssd-proxy
175.119.30.117,com.apple.dnssd-proxy
175.119.51.65,com.apple.dnssd-proxy
175.119.66.240,com.apple.dnssd-proxy
175.119.67.144,com.apple.dnssd-proxy
175.119.97.169,com.apple.dnssd-proxy
175.120.209.70,com.apple.dnssd-proxy
175.120.215.11,com.apple.dnssd-proxy
175.120.247.31,com.apple.dnssd-proxy
175.120.3.123,com.apple.dnssd-proxy
175.120.46.249,com.apple.dnssd-proxy
175.120.50.89,com.apple.dnssd-proxy
175.120.59.165,com.apple.dnssd-proxy
175.120.63.145,com.apple.dnssd-proxy
175.120.71.14,com.apple.dnssd-proxy
175.121.125.169,com.apple.dnssd-proxy
175.121.127.40,com.apple.dnssd-proxy
175.121.172.231,com.apple.dnssd-proxy
175.121.241.102,com.apple.dnssd-proxy
175.121.248.137,com.apple.dnssd-proxy
175.122.62.138,com.apple.dnssd-proxy
175.123.127.32,com.apple.dnssd-proxy
175.123.151.3,com.apple.dnssd-proxy
175.123.15.16,com.apple.dnssd-proxy
175.123.157.77,com.apple.dnssd-proxy
175.123.179.227,com.apple.dnssd-proxy
175.123.204.126,com.apple.dnssd-proxy
175.123.248.23,com.apple.dnssd-proxy
175.123.3.9,com.apple.dnssd-proxy
175.123.77.49,com.apple.dnssd-proxy
175.124.109.105,com.apple.dnssd-proxy
175.124.143.230,com.apple.dnssd-proxy
175.124.174.18,com.apple.dnssd-proxy
175.124.192.162,com.apple.dnssd-proxy
175.124.223.47,com.apple.dnssd-proxy
175.124.73.211,com.apple.dnssd-proxy
175.124.88.117,com.apple.dnssd-proxy
175.125.101.109,com.apple.dnssd-proxy
175.125.106.139,com.apple.dnssd-proxy
175.125.124.85,com.apple.dnssd-proxy
175.125.127.111,com.apple.dnssd-proxy
175.125.144.206,com.apple.dnssd-proxy
175.125.145.16,com.apple.dnssd-proxy
175.125.147.21,com.apple.dnssd-proxy
175.125.178.148,com.apple.dnssd-proxy
175.125.26.20,com.apple.dnssd-proxy
175.125.4.110,com.apple.dnssd-proxy
175.126.161.32,com.apple.dnssd-proxy
175.126.18.222,com.apple.dnssd-proxy
175.126.186.240,com.apple.dnssd-proxy
175.126.187.15,com.apple.dnssd-proxy
175.126.187.21,com.apple.dnssd-proxy
175.126.24.193,com.apple.dnssd-proxy
175.126.3.35,com.apple.dnssd-proxy
175.127.153.183,com.apple.dnssd-proxy
175.127.5.84,com.apple.dnssd-proxy
175.127.78.36,com.apple.dnssd-proxy
175.178.76.10,dns.ilmn.cn
175.192.186.90,com.apple.dnssd-proxy
175.193.134.141,com.apple.dnssd-proxy
175.193.32.102,com.apple.dnssd-proxy
175.193.85.144,com.apple.dnssd-proxy
175.194.188.63,com.apple.dnssd-proxy
175.194.24.202,com.apple.dnssd-proxy
175.195.31.146,com.apple.dnssd-proxy
175.196.101.247,com.apple.dnssd-proxy
175.196.28.213,com.apple.dnssd-proxy
175.197.162.6,com.apple.dnssd-proxy
175.197.202.38,com.apple.dnssd-proxy
175.199.235.164,com.apple.dnssd-proxy
175.200.195.175,com.apple.dnssd-proxy
175.202.183.38,com.apple.dnssd-proxy
175.202.5.134,com.apple.dnssd-proxy
175.207.58.50,com.apple.dnssd-proxy
175.208.183.4,com.apple.dnssd-proxy
175.209.109.138,com.apple.dnssd-proxy
175.209.148.74,com.apple.dnssd-proxy
175.209.149.19,com.apple.dnssd-proxy
175.209.160.243,com.apple.dnssd-proxy
175.210.246.170,com.apple.dnssd-proxy
175.210.58.14,com.apple.dnssd-proxy
175.211.77.49,com.apple.dnssd-proxy
175.212.2.32,com.apple.dnssd-proxy
175.212.4.95,com.apple.dnssd-proxy
175.213.70.216,com.apple.dnssd-proxy
175.214.226.188,com.apple.dnssd-proxy
175.215.61.35,com.apple.dnssd-proxy
175.24.219.66,dot.pub
176.10.137.174,com.apple.dnssd-proxy
176.10.163.243,com.apple.dnssd-proxy
176.10.171.88,com.apple.dnssd-proxy
176.10.173.167,com.apple.dnssd-proxy
176.10.173.189,com.apple.dnssd-proxy
176.10.185.225,com.apple.dnssd-proxy
176.10.189.106,com.apple.dnssd-proxy
176.10.189.164,com.apple.dnssd-proxy
176.10.190.210,com.apple.dnssd-proxy
176.103.130.130,176-103-130-130.dns.adguard.com
176.103.130.130,dns.adguard.com
176.103.130.130,dns-family.adguard.com
176.103.130.130,dns-unfiltered.adguard.com
176.103.130.131,176-103-130-131.dns.adguard.com
176.103.130.131,dns.adguard.com
176.103.130.131,dns-family.adguard.com
176.103.130.131,dns-unfiltered.adguard.com
176.103.130.132,176-103-130-132.dns.adguard.com
176.103.130.132,dns.adguard.com
176.103.130.132,dns-family.adguard.com
176.103.130.132,dns-unfiltered.adguard.com
176.103.130.134,176-103-130-134.dns.adguard.com
176.103.130.134,dns.adguard.com
176.103.130.134,dns-family.adguard.com
176.103.130.134,dns-unfiltered.adguard.com
176.103.130.136,176-103-130-136.dns.adguard.com
176.103.130.136,dns.adguard.com
176.103.130.136,dns-family.adguard.com
176.103.130.136,dns-unfiltered.adguard.com
176.103.130.137,176-103-130-137.dns.adguard.com
176.103.130.137,dns.adguard.com
176.103.130.137,dns-family.adguard.com
176.103.130.137,dns-unfiltered.adguard.com
176.103.130.149,176-103-130-149.dns.adguard.com
176.103.130.149,dns.adguard.com
176.103.130.149,dns-family.adguard.com
176.103.130.149,dns-unfiltered.adguard.com
176.103.130.150,176-103-130-150.dns.adguard.com
176.103.130.150,dns.adguard.com
176.103.130.150,dns-family.adguard.com
176.103.130.150,dns-unfiltered.adguard.com
176.107.131.185,dns.vinokurov.tk
176.110.108.47,com.apple.dnssd-proxy
176.123.4.96,dns.seleccion.info
176.125.239.0,dns.controld.dev
176.125.239.0,freedns.controld.dev
176.125.239.10,dns.controld.dev
176.125.239.10,freedns.controld.dev
176.125.239.11,dns.controld.dev
176.125.239.11,freedns.controld.dev
176.125.239.12,dns.controld.dev
176.125.239.12,freedns.controld.dev
176.125.239.13,dns.controld.dev
176.125.239.13,freedns.controld.dev
176.125.239.14,dns.controld.dev
176.125.239.14,freedns.controld.dev
176.125.239.15,dns.controld.dev
176.125.239.15,freedns.controld.dev
176.125.239.1,dns.controld.dev
176.125.239.1,freedns.controld.dev
176.125.239.2,dns.controld.dev
176.125.239.2,freedns.controld.dev
176.125.239.3,dns.controld.dev
176.125.239.3,freedns.controld.dev
176.125.239.4,dns.controld.dev
176.125.239.4,freedns.controld.dev
176.125.239.5,dns.controld.dev
176.125.239.5,freedns.controld.dev
176.125.239.6,dns.controld.dev
176.125.239.6,freedns.controld.dev
176.125.239.7,dns.controld.dev
176.125.239.7,freedns.controld.dev
176.125.239.8,dns.controld.dev
176.125.239.8,freedns.controld.dev
176.125.239.9,dns.controld.dev
176.125.239.9,freedns.controld.dev
176.170.111.143,cloudflare-dns.com
176.181.103.24,patatedure.duckdns.org
176.56.180.133,safedns.com
176.58.125.219,dns.kaplon.us
176.58.88.213,dns2-lhr.securd.com
176.58.88.213,dns.securd.com
176.58.90.11,dns2-cdg.securd.com
176.58.90.11,dns.securd.com
176.58.90.13,dns1.eerodns.com
176.58.90.13,dns2.eerodns.com
176.58.90.13,par22202.eerodns.com
176.58.90.142,dns1.eerodns.com
176.58.90.142,dns2.eerodns.com
176.58.90.142,par22201.eerodns.com
176.58.90.253,dns1.dnsfilter.com
176.58.90.253,dns2.dnsfilter.com
176.58.90.253,dns3.dnsfilter.com
176.58.90.253,dns4.dnsfilter.com
176.58.90.253,par22201.dnsfilter.co
176.58.90.81,dns1.dnsfilter.com
176.58.90.81,dns2.dnsfilter.com
176.58.90.81,dns3.dnsfilter.com
176.58.90.81,dns4.dnsfilter.com
176.58.90.81,par22202.dnsfilter.co
176.58.90.96,dns1-cdg.securd.com
176.58.90.96,dns.securd.com
176.58.92.236,dns1-lhr.securd.com
176.58.92.236,dns.securd.com
176.9.1.117,dnsforge.de
176.9.1.117,www.dnsforge.de
176.9.129.228,dns.mailagency.de
176.9.199.158,dns.decloudus.com
176.9.200.252,ns-dot.licoho.de
176.9.34.241,dns.ihaveacloud.com
176.9.46.41,dns.busold.ws
176.9.62.58,dns.keweon.center
176.9.62.58,www.dns.keweon.center
176.9.62.62,dns.keweon.center
176.9.62.62,www.dns.keweon.center
176.9.93.198,dnsforge.de
176.9.93.198,www.dnsforge.de
178.128.128.111,hs.dnssec.dev
178.128.128.181,hs.dnssec.dev
178.128.163.247,0.lon1.dns.gamban.com
178.128.163.247,dns.gamban.com
178.128.163.247,www.dns.gamban.com
178.128.200.28,dns.casote.cloud
178.128.46.13,dns.fabricemonasterio.dev
178.132.76.228,com.apple.dnssd-proxy
178.174.130.38,com.apple.dnssd-proxy
178.174.155.41,com.apple.dnssd-proxy
178.174.174.120,com.apple.dnssd-proxy
178.18.252.115,dns.silen.org
178.202.32.215,dns.mijoregner.de
178.203.239.60,dnsblock.grisumedia.de
178.218.120.29,dot.indepico.com
178.22.122.100,dns.shecan.ir
178.22.122.101,dns.shecan.ir
178.254.2.48,dns1.fischeremail.de
178.254.34.38,dns.sticker.name
178.255.153.47,dns.nextdns.io
178.255.154.59,dns.nextdns.io
178.255.155.63,dns.nextdns.io
178.255.225.67,dns.occentus.net
178.26.134.158,dns.erdbeerwolke.de
178.27.79.38,stadler.dnshome.de
178.32.117.117,dns.dev.liberador.net
178.32.196.195,dns.data.scot
178.32.203.180,dns.dontpanic.pl
178.32.95.128,https.dns.nerzhul.net
178.32.95.128,tls.dns.nerzhul.net
178.46.164.106,dns.amigo-mgn.ru
178.62.25.115,uk-test-wedns00.wevpn.com
178.63.224.2,dns01.skyforge.at
178.63.224.2,dns02.skyforge.at
178.63.224.2,dns.skyforge.at
178.63.45.130,cdnservices.de
178.63.45.130,opendns.itworxx.de
178.63.94.218,dns.dcferreira.com
178.74.41.106,com.apple.dnssd-proxy
178.74.60.78,com.apple.dnssd-proxy
178.74.9.98,com.apple.dnssd-proxy
179.145.2.159,dns.opendns.com
179.145.2.159,dns.umbrella.com
179.145.2.159,doh.familyshield.opendns.com
179.145.2.159,doh.opendns.com
179.145.2.159,doh.sandbox.opendns.com
179.145.2.159,familyshield.opendns.com
179.145.2.159,sandbox.opendns.com
179.228.251.174,dns64.dns.google
179.228.251.174,dns.google
179.228.251.174,dns.google.com
179.56.49.130,com.apple.dnssd-proxy
179.99.198.31,dns64.dns.google
179.99.198.31,dns.google
179.99.198.31,dns.google.com
180.131.164.233,com.apple.dnssd-proxy
180.137.132.176,dns.sanmeber.cn
180.163.249.75,dns.360.cn
180.163.249.75,dot.360.cn
180.176.143.233,com.apple.dnssd-proxy
180.176.96.6,dns.phwu.me
180.177.64.134,com.apple.dnssd-proxy
180.177.71.55,com.apple.dnssd-proxy
180.4.189.192,dns64.dns.google
180.4.189.192,dns.google
180.4.189.192,dns.google.com
180.64.139.14,com.apple.dnssd-proxy
180.64.182.84,com.apple.dnssd-proxy
180.64.197.48,com.apple.dnssd-proxy
180.64.203.161,com.apple.dnssd-proxy
180.64.221.138,com.apple.dnssd-proxy
180.64.221.18,com.apple.dnssd-proxy
180.64.28.49,com.apple.dnssd-proxy
180.64.52.152,com.apple.dnssd-proxy
180.65.128.237,com.apple.dnssd-proxy
180.65.91.27,com.apple.dnssd-proxy
180.65.99.108,com.apple.dnssd-proxy
180.66.14.3,com.apple.dnssd-proxy
180.66.144.12,com.apple.dnssd-proxy
180.66.177.215,com.apple.dnssd-proxy
180.66.204.191,com.apple.dnssd-proxy
180.66.219.235,com.apple.dnssd-proxy
180.66.236.203,com.apple.dnssd-proxy
180.66.239.12,com.apple.dnssd-proxy
180.66.41.41,com.apple.dnssd-proxy
180.66.76.213,com.apple.dnssd-proxy
180.66.99.16,com.apple.dnssd-proxy
180.67.13.18,com.apple.dnssd-proxy
180.67.192.156,com.apple.dnssd-proxy
180.67.255.9,com.apple.dnssd-proxy
180.67.59.11,com.apple.dnssd-proxy
180.68.179.6,com.apple.dnssd-proxy
180.68.215.27,com.apple.dnssd-proxy
180.68.24.71,com.apple.dnssd-proxy
180.68.28.211,com.apple.dnssd-proxy
180.68.53.92,com.apple.dnssd-proxy
180.68.78.217,com.apple.dnssd-proxy
180.69.197.51,com.apple.dnssd-proxy
180.69.216.48,com.apple.dnssd-proxy
180.69.234.136,com.apple.dnssd-proxy
180.69.30.176,com.apple.dnssd-proxy
180.70.120.86,com.apple.dnssd-proxy
180.70.130.7,com.apple.dnssd-proxy
180.70.218.196,com.apple.dnssd-proxy
180.70.241.94,com.apple.dnssd-proxy
180.70.69.49,com.apple.dnssd-proxy
180.71.135.158,com.apple.dnssd-proxy
180.71.16.23,com.apple.dnssd-proxy
180.71.245.171,com.apple.dnssd-proxy
180.71.251.91,com.apple.dnssd-proxy
180.71.88.53,com.apple.dnssd-proxy
18.140.244.130,cdns.ericsn.web.id
18.183.102.123,apne1.dns.terumi.club
18.189.122.131,dns.whispering.info
18.190.18.23,dns.whispering.info
18.192.31.75,dns.gamban.com
18.192.31.75,www.dns.gamban.com
18.198.239.246,mydns.emailmanager.xyz
18.200.70.220,dns.bitservices.io
182.134.133.119,dns.laolang.club
182.155.73.141,com.apple.dnssd-proxy
182.210.173.156,com.apple.dnssd-proxy
182.212.181.163,com.apple.dnssd-proxy
182.213.208.40,com.apple.dnssd-proxy
182.218.172.223,com.apple.dnssd-proxy
182.224.31.81,com.apple.dnssd-proxy
182.230.59.2,com.apple.dnssd-proxy
182.234.136.12,com.apple.dnssd-proxy
182.234.39.52,haojenko.duckdns.org
182.234.44.31,com.apple.dnssd-proxy
182.235.1.29,com.apple.dnssd-proxy
182.23.81.92,cloudflare-dns.com
18.228.129.60,dot.hsdp.io
18.228.129.60,www.dot.hsdp.io
18.228.149.112,dns.dalfie.ar
18.236.90.50,dnsprivacypilot.salesforce-dns.com
182.43.105.72,dns.chainsx.cn
182.55.106.201,com.apple.dnssd-proxy
182.55.25.69,com.apple.dnssd-proxy
182.55.77.130,com.apple.dnssd-proxy
183.100.236.26,seungnuc.duckdns.org
183.101.48.44,com.apple.dnssd-proxy
183.101.48.6,com.apple.dnssd-proxy
183.103.132.125,com.apple.dnssd-proxy
183.103.244.58,com.apple.dnssd-proxy
183.104.204.154,com.apple.dnssd-proxy
183.106.203.138,com.apple.dnssd-proxy
183.109.109.113,com.apple.dnssd-proxy
183.109.129.142,com.apple.dnssd-proxy
183.109.85.80,com.apple.dnssd-proxy
183.96.11.151,com.apple.dnssd-proxy
183.96.197.169,com.apple.dnssd-proxy
183.97.181.90,com.apple.dnssd-proxy
183.97.18.192,com.apple.dnssd-proxy
183.98.182.242,com.apple.dnssd-proxy
183.98.37.86,com.apple.dnssd-proxy
183.98.90.56,com.apple.dnssd-proxy
183.99.135.36,com.apple.dnssd-proxy
183.99.225.237,com.apple.dnssd-proxy
184.105.193.78,tls-dns-u.odvr.dns-oarc.net
184.57.13.47,com.apple.dnssd-proxy
184.83.11.46,com.apple.dnssd-proxy
184.83.140.223,com.apple.dnssd-proxy
184.83.150.201,com.apple.dnssd-proxy
184.83.185.62,com.apple.dnssd-proxy
184.83.201.73,com.apple.dnssd-proxy
184.83.80.133,com.apple.dnssd-proxy
185.10.16.125,dns.nextdns.io
185.10.18.18,ns1.sdns.network
185.10.18.19,ns1.sdns.online
185.102.217.85,buh362401.dnsfilter.co
185.102.217.85,dns1.dnsfilter.com
185.102.217.85,dns2.dnsfilter.com
185.102.217.85,dns3.dnsfilter.com
185.102.217.85,dns4.dnsfilter.com
185.111.2.100,com.apple.dnssd-proxy
185.121.25.64,dns1.sshfs.net
185.133.208.136,duru.duckdns.org
185.133.208.136,www.duru.duckdns.org
185.134.196.54,rdns6.g.faelix.net
185.134.196.54,rdns.faelix.net
185.134.196.55,rdns.faelix.net
185.134.197.54,rdns7.g.faelix.net
185.134.197.54,rdns.faelix.net
185.135.86.57,dns.nextdns.io
185.140.250.174,dns.nextdns.io
185.140.251.24,dns.nextdns.io
185.14.185.12,dns-fb.unlimitedvpnapp.com
185.147.10.103,com.apple.dnssd-proxy
185.147.10.80,com.apple.dnssd-proxy
185.147.11.87,com.apple.dnssd-proxy
185.150.10.229,dns.nextdns.io
185.150.117.6,dns.comss.one
185.150.117.6,www.dns.comss.one
185.150.99.255,dot.ffmuc.net
185.152.64.134,dns1.dnsfilter.com
185.152.64.134,dns2.dnsfilter.com
185.152.64.134,dns3.dnsfilter.com
185.152.64.134,dns4.dnsfilter.com
185.152.64.134,prg366001.dnsfilter.co
185.154.152.18,ns2.sdns.network
185.154.152.19,ns2.sdns.online
185.155.214.128,com.apple.dnssd-proxy
185.155.214.74,com.apple.dnssd-proxy
185.15.58.11,wikimedia-dns.org
185.15.58.41,wikimedia-dns.org
185.156.205.20,dns.neeb.it
185.163.116.27,dns.rautelow.de
185.163.118.254,dns.lukas1818.de
185.167.96.73,dns-tls.jmqc.net
185.167.96.73,dns-tls.nl.jmqc.net
185.167.96.73,dns-tls.uk.jmqc.net
185.167.96.73,dns-tls.us.jmqc.net
185.167.96.73,dot.jmqc.net
185.168.240.156,com.apple.dnssd-proxy
185.168.240.76,com.apple.dnssd-proxy
185.16.94.151,com.apple.dnssd-proxy
185.170.112.173,dot.kruemelmonster.xyz
185.170.112.173,www.dot.kruemelmonster.xyz
185.170.209.30,dns-edge-europe-amsterdam.cleanbrowsing.org
185.17.3.188,dns.nas-server.ru
185.175.49.179,dns1.eerodns.com
185.175.49.179,dns2.eerodns.com
185.175.49.181,dns1.eerodns.com
185.175.49.181,dns2.eerodns.com
185.175.49.183,dns1.eerodns.com
185.175.49.183,dns2.eerodns.com
185.175.56.133,dot.no.ahadns.net
185.175.56.133,no.ahadns.net
185.175.57.120,dns.martinlr.dk
185.177.218.107,dns.hvhost.ru
185.178.200.34,dns1.dnsfilter.com
185.178.200.34,dns2.dnsfilter.com
185.178.200.34,dns3.dnsfilter.com
185.178.200.34,dns4.dnsfilter.com
185.178.200.34,fra21310.dnsfilter.co
185.178.200.35,dns1.eerodns.com
185.178.200.35,dns2.eerodns.com
185.178.200.35,fra21310.eerodns.com
185.178.200.42,dns1.dnsfilter.com
185.178.200.42,dns2.dnsfilter.com
185.178.200.42,dns3.dnsfilter.com
185.178.200.42,dns4.dnsfilter.com
185.178.200.42,fra21311.dnsfilter.co
185.178.200.43,dns1.eerodns.com
185.178.200.43,dns2.eerodns.com
185.178.200.43,fra21311.eerodns.com
185.180.252.158,com.apple.dnssd-proxy
185.18.148.91,dns.nextdns.io
185.183.156.85,dot.dns.lonet.org
185.183.156.85,ipv4.phdns1.lonet.org
185.183.156.85,ipv6.phdns1.lonet.org
185.183.156.85,phdns1.lonet.org
185.184.222.222,dns.sb
185.184.222.222,dot.sb
185.184.222.222,public-dns-b.dns.sb
185.189.72.134,dns.nextdns.io
185.197.226.154,com.apple.dnssd-proxy
185.199.168.221,com.apple.dnssd-proxy
185.200.34.171,site-3.duckdns.org
185.209.84.31,dns.nextdns.io
185.213.26.187,dot.eastus.pi-dns.com
185.213.26.187,dot.ny.ahadns.net
185.213.26.187,ny.ahadns.net
185.218.244.188,static-185-218-244-188.uludns.net
185.219.188.213,com.apple.dnssd-proxy
185.222.222.222,dns.sb
185.222.222.222,dot.sb
185.222.222.222,public-dns-a.dns.sb
185.228.148.83,dns.nextdns.io
185.228.168.0,customfilter0-dns.cleanbrowsing.org
185.228.168.100,customfilter100-dns.cleanbrowsing.org
185.228.168.101,customfilter101-dns.cleanbrowsing.org
185.228.168.102,customfilter102-dns.cleanbrowsing.org
185.228.168.103,customfilter103-dns.cleanbrowsing.org
185.228.168.104,customfilter104-dns.cleanbrowsing.org
185.228.168.105,customfilter105-dns.cleanbrowsing.org
185.228.168.106,customfilter106-dns.cleanbrowsing.org
185.228.168.107,customfilter107-dns.cleanbrowsing.org
185.228.168.108,customfilter108-dns.cleanbrowsing.org
185.228.168.109,customfilter109-dns.cleanbrowsing.org
185.228.168.10,adult-filter-dns.cleanbrowsing.org
185.228.168.110,customfilter110-dns.cleanbrowsing.org
185.228.168.111,customfilter111-dns.cleanbrowsing.org
185.228.168.112,customfilter112-dns.cleanbrowsing.org
185.228.168.113,customfilter113-dns.cleanbrowsing.org
185.228.168.114,customfilter114-dns.cleanbrowsing.org
185.228.168.115,customfilter115-dns.cleanbrowsing.org
185.228.168.116,customfilter116-dns.cleanbrowsing.org
185.228.168.117,customfilter117-dns.cleanbrowsing.org
185.228.168.118,customfilter118-dns.cleanbrowsing.org
185.228.168.119,customfilter119-dns.cleanbrowsing.org
