ip,domain
185.253.5.212,dns.nextdns.io
185.253.5.213,ams-1.edge.nextdns.io
185.253.5.213,dns.nextdns.io
185.253.5.214,ams-1.edge.nextdns.io
185.253.5.214,dns.nextdns.io
185.253.5.215,ams-1.edge.nextdns.io
185.253.5.215,dns.nextdns.io
185.253.5.216,ams-1.edge.nextdns.io
185.253.5.216,dns.nextdns.io
185.253.5.217,ams-1.edge.nextdns.io
185.253.5.217,dns.nextdns.io
185.253.5.218,ams-1.edge.nextdns.io
185.253.5.218,dns.nextdns.io
185.253.5.219,ams-1.edge.nextdns.io
185.253.5.219,dns.nextdns.io
185.253.5.21,ams-1.edge.nextdns.io
185.253.5.21,dns.nextdns.io
185.253.5.220,ams-1.edge.nextdns.io
185.253.5.220,dns.nextdns.io
185.253.5.221,ams-1.edge.nextdns.io
185.253.5.221,dns.nextdns.io
185.253.5.222,ams-1.edge.nextdns.io
185.253.5.222,dns.nextdns.io
185.253.5.223,ams-1.edge.nextdns.io
185.253.5.223,dns.nextdns.io
185.253.5.224,ams-1.edge.nextdns.io
185.253.5.224,dns.nextdns.io
185.253.5.225,ams-1.edge.nextdns.io
185.253.5.225,dns.nextdns.io
185.253.5.226,ams-1.edge.nextdns.io
185.253.5.226,dns.nextdns.io
185.253.5.227,ams-1.edge.nextdns.io
185.253.5.227,dns.nextdns.io
185.253.5.228,ams-1.edge.nextdns.io
185.253.5.228,dns.nextdns.io
185.253.5.229,ams-1.edge.nextdns.io
185.253.5.229,dns.nextdns.io
185.253.5.22,ams-1.edge.nextdns.io
185.253.5.22,dns.nextdns.io
185.253.5.230,ams-1.edge.nextdns.io
185.253.5.230,dns.nextdns.io
185.253.5.231,ams-1.edge.nextdns.io
185.253.5.231,dns.nextdns.io
185.253.5.232,ams-1.edge.nextdns.io
185.253.5.232,dns.nextdns.io
185.253.5.233,ams-1.edge.nextdns.io
185.253.5.233,dns.nextdns.io
185.253.5.234,ams-1.edge.nextdns.io
185.253.5.234,dns.nextdns.io
185.253.5.235,ams-1.edge.nextdns.io
185.253.5.235,dns.nextdns.io
185.253.5.236,ams-1.edge.nextdns.io
185.253.5.236,dns.nextdns.io
185.253.5.237,ams-1.edge.nextdns.io
185.253.5.237,dns.nextdns.io
185.253.5.238,ams-1.edge.nextdns.io
185.253.5.238,dns.nextdns.io
185.253.5.239,ams-1.edge.nextdns.io
185.253.5.239,dns.nextdns.io
185.253.5.23,ams-1.edge.nextdns.io
185.253.5.23,dns.nextdns.io
185.253.5.240,ams-1.edge.nextdns.io
185.253.5.240,dns.nextdns.io
185.253.5.241,ams-1.edge.nextdns.io
185.253.5.241,dns.nextdns.io
185.253.5.242,ams-1.edge.nextdns.io
185.253.5.242,dns.nextdns.io
185.253.5.243,ams-1.edge.nextdns.io
185.253.5.243,dns.nextdns.io
185.253.5.244,ams-1.edge.nextdns.io
185.253.5.244,dns.nextdns.io
185.253.5.245,ams-1.edge.nextdns.io
185.253.5.245,dns.nextdns.io
185.253.5.246,ams-1.edge.nextdns.io
185.253.5.246,dns.nextdns.io
185.253.5.247,ams-1.edge.nextdns.io
185.253.5.247,dns.nextdns.io
185.253.5.248,ams-1.edge.nextdns.io
185.253.5.248,dns.nextdns.io
185.253.5.249,ams-1.edge.nextdns.io
185.253.5.249,dns.nextdns.io
185.253.5.24,ams-1.edge.nextdns.io
185.253.5.24,dns.nextdns.io
185.253.5.250,ams-1.edge.nextdns.io
185.253.5.250,dns.nextdns.io
185.253.5.251,ams-1.edge.nextdns.io
185.253.5.251,dns.nextdns.io
185.253.5.252,ams-1.edge.nextdns.io
185.253.5.252,dns.nextdns.io
185.253.5.253,ams-1.edge.nextdns.io
185.253.5.253,dns.nextdns.io
185.253.5.254,ams-1.edge.nextdns.io
185.253.5.254,dns.nextdns.io
185.253.5.25,ams-1.edge.nextdns.io
185.253.5.25,dns.nextdns.io
185.253.5.26,ams-1.edge.nextdns.io
185.253.5.26,dns.nextdns.io
185.253.5.27,ams-1.edge.nextdns.io
185.253.5.27,dns.nextdns.io
185.253.5.28,ams-1.edge.nextdns.io
185.253.5.28,dns.nextdns.io
185.253.5.29,ams-1.edge.nextdns.io
185.253.5.29,dns.nextdns.io
185.253.5.2,ams-1.edge.nextdns.io
185.253.5.2,dns.nextdns.io
185.253.5.30,ams-1.edge.nextdns.io
185.253.5.30,dns.nextdns.io
185.253.5.31,ams-1.edge.nextdns.io
185.253.5.31,dns.nextdns.io
185.253.5.32,ams-1.edge.nextdns.io
185.253.5.32,dns.nextdns.io
185.253.5.33,ams-1.edge.nextdns.io
185.253.5.33,dns.nextdns.io
185.253.5.34,ams-1.edge.nextdns.io
185.253.5.34,dns.nextdns.io
185.253.5.35,ams-1.edge.nextdns.io
185.253.5.35,dns.nextdns.io
185.253.5.36,ams-1.edge.nextdns.io
185.253.5.36,dns.nextdns.io
185.253.5.37,ams-1.edge.nextdns.io
185.253.5.37,dns.nextdns.io
185.253.5.38,ams-1.edge.nextdns.io
185.253.5.38,dns.nextdns.io
185.253.5.39,ams-1.edge.nextdns.io
185.253.5.39,dns.nextdns.io
185.253.5.3,ams-1.edge.nextdns.io
185.253.5.3,dns.nextdns.io
185.253.5.40,ams-1.edge.nextdns.io
185.253.5.40,dns.nextdns.io
185.253.5.41,ams-1.edge.nextdns.io
185.253.5.41,dns.nextdns.io
185.253.5.42,ams-1.edge.nextdns.io
185.253.5.42,dns.nextdns.io
185.253.5.43,ams-1.edge.nextdns.io
185.253.5.43,dns.nextdns.io
185.253.5.44,ams-1.edge.nextdns.io
185.253.5.44,dns.nextdns.io
185.253.5.45,ams-1.edge.nextdns.io
185.253.5.45,dns.nextdns.io
185.253.5.46,ams-1.edge.nextdns.io
185.253.5.46,dns.nextdns.io
185.253.5.47,ams-1.edge.nextdns.io
185.253.5.47,dns.nextdns.io
185.253.5.48,ams-1.edge.nextdns.io
185.253.5.48,dns.nextdns.io
185.253.5.49,ams-1.edge.nextdns.io
185.253.5.49,dns.nextdns.io
185.253.5.4,ams-1.edge.nextdns.io
185.253.5.4,dns.nextdns.io
185.253.5.50,ams-1.edge.nextdns.io
185.253.5.50,dns.nextdns.io
185.253.5.51,ams-1.edge.nextdns.io
185.253.5.51,dns.nextdns.io
185.253.5.52,ams-1.edge.nextdns.io
185.253.5.52,dns.nextdns.io
185.253.5.53,ams-1.edge.nextdns.io
185.253.5.53,dns.nextdns.io
185.253.5.54,ams-1.edge.nextdns.io
185.253.5.54,dns.nextdns.io
185.253.5.55,ams-1.edge.nextdns.io
185.253.5.55,dns.nextdns.io
185.253.5.56,ams-1.edge.nextdns.io
185.253.5.56,dns.nextdns.io
185.253.5.57,ams-1.edge.nextdns.io
185.253.5.57,dns.nextdns.io
185.253.5.58,ams-1.edge.nextdns.io
185.253.5.58,dns.nextdns.io
185.253.5.59,ams-1.edge.nextdns.io
185.253.5.59,dns.nextdns.io
185.253.5.5,ams-1.edge.nextdns.io
185.253.5.5,dns.nextdns.io
185.253.5.60,ams-1.edge.nextdns.io
185.253.5.60,dns.nextdns.io
185.253.5.61,ams-1.edge.nextdns.io
185.253.5.61,dns.nextdns.io
185.253.5.62,ams-1.edge.nextdns.io
185.253.5.62,dns.nextdns.io
185.253.5.63,ams-1.edge.nextdns.io
185.253.5.63,dns.nextdns.io
185.253.5.64,ams-1.edge.nextdns.io
185.253.5.64,dns.nextdns.io
185.253.5.65,ams-1.edge.nextdns.io
185.253.5.65,dns.nextdns.io
185.253.5.66,ams-1.edge.nextdns.io
185.253.5.66,dns.nextdns.io
185.253.5.67,ams-1.edge.nextdns.io
185.253.5.67,dns.nextdns.io
185.253.5.68,ams-1.edge.nextdns.io
185.253.5.68,dns.nextdns.io
185.253.5.69,ams-1.edge.nextdns.io
185.253.5.69,dns.nextdns.io
185.253.5.6,ams-1.edge.nextdns.io
185.253.5.6,dns.nextdns.io
185.253.5.70,ams-1.edge.nextdns.io
185.253.5.70,dns.nextdns.io
185.253.5.71,ams-1.edge.nextdns.io
185.253.5.71,dns.nextdns.io
185.253.5.72,ams-1.edge.nextdns.io
185.253.5.72,dns.nextdns.io
185.253.5.73,ams-1.edge.nextdns.io
185.253.5.73,dns.nextdns.io
185.253.5.74,ams-1.edge.nextdns.io
185.253.5.74,dns.nextdns.io
185.253.5.75,ams-1.edge.nextdns.io
185.253.5.75,dns.nextdns.io
185.253.5.76,ams-1.edge.nextdns.io
185.253.5.76,dns.nextdns.io
185.253.5.77,ams-1.edge.nextdns.io
185.253.5.77,dns.nextdns.io
185.253.5.78,ams-1.edge.nextdns.io
185.253.5.78,dns.nextdns.io
185.253.5.79,ams-1.edge.nextdns.io
185.253.5.79,dns.nextdns.io
185.253.5.7,ams-1.edge.nextdns.io
185.253.5.7,dns.nextdns.io
185.253.5.80,ams-1.edge.nextdns.io
185.253.5.80,dns.nextdns.io
185.253.5.81,ams-1.edge.nextdns.io
185.253.5.81,dns.nextdns.io
185.253.5.82,ams-1.edge.nextdns.io
185.253.5.82,dns.nextdns.io
185.253.5.83,ams-1.edge.nextdns.io
185.253.5.83,dns.nextdns.io
185.253.5.84,ams-1.edge.nextdns.io
185.253.5.84,dns.nextdns.io
185.253.5.85,ams-1.edge.nextdns.io
185.253.5.85,dns.nextdns.io
185.253.5.86,ams-1.edge.nextdns.io
185.253.5.86,dns.nextdns.io
185.253.5.87,ams-1.edge.nextdns.io
185.253.5.87,dns.nextdns.io
185.253.5.88,ams-1.edge.nextdns.io
185.253.5.88,dns.nextdns.io
185.253.5.89,ams-1.edge.nextdns.io
185.253.5.89,dns.nextdns.io
185.253.5.8,ams-1.edge.nextdns.io
185.253.5.8,dns.nextdns.io
185.253.5.90,ams-1.edge.nextdns.io
185.253.5.90,dns.nextdns.io
185.253.5.91,ams-1.edge.nextdns.io
185.253.5.91,dns.nextdns.io
185.253.5.92,ams-1.edge.nextdns.io
185.253.5.92,dns.nextdns.io
185.253.5.93,ams-1.edge.nextdns.io
185.253.5.93,dns.nextdns.io
185.253.5.94,ams-1.edge.nextdns.io
185.253.5.94,dns.nextdns.io
185.253.5.95,ams-1.edge.nextdns.io
185.253.5.95,dns.nextdns.io
185.253.5.96,ams-1.edge.nextdns.io
185.253.5.96,dns.nextdns.io
185.253.5.97,ams-1.edge.nextdns.io
185.253.5.97,dns.nextdns.io
185.253.5.98,ams-1.edge.nextdns.io
185.253.5.98,dns.nextdns.io
185.253.5.99,ams-1.edge.nextdns.io
185.253.5.99,dns.nextdns.io
185.253.5.9,ams-1.edge.nextdns.io
185.253.5.9,dns.nextdns.io
185.254.68.114,dev-dns3.dnsfilter.com
185.254.68.114,dev-dns3-policyip1.dnsfilter.com
185.34.3.147,dns1.dnsfilter.com
185.34.3.147,dns2.dnsfilter.com
185.34.3.147,dns3.dnsfilter.com
185.34.3.147,dns4.dnsfilter.com
185.34.3.147,dxb23502.dnsfilter.co
185.34.3.177,dns1.eerodns.com
185.34.3.177,dns2.eerodns.com
185.34.3.177,dxb23501.eerodns.com
185.34.3.235,dns1.eerodns.com
185.34.3.235,dns2.eerodns.com
185.34.3.235,dxb23502.eerodns.com
185.34.3.41,dns1.dnsfilter.com
185.34.3.41,dns2.dnsfilter.com
185.34.3.41,dns3.dnsfilter.com
185.34.3.41,dns4.dnsfilter.com
185.34.3.41,dxb23501.dnsfilter.co
185.37.252.146,dns.sb
185.37.252.146,dot.sb
185.37.252.147,dns.sb
185.37.252.147,dot.sb
185.37.252.148,dns.sb
185.37.252.148,dot.sb
185.37.252.149,dns.sb
185.37.252.149,dot.sb
185.37.252.150,dns.sb
185.37.252.150,dot.sb
185.38.27.139,anycast.censurfridns.dk
185.38.27.139,anycast.censurfridns.nu
185.38.27.139,anycast.uncensoreddns.dk
185.38.27.139,anycast.uncensoreddns.org
185.38.27.139,kracon.anycast.censurfridns.dk
185.38.27.139,kracon.anycast.censurfridns.nu
185.38.27.139,kracon.anycast.uncensoreddns.dk
185.38.27.139,kracon.anycast.uncensoreddns.org
185.40.106.69,dns1.dnsfilter.com
185.40.106.69,dns2.dnsfilter.com
185.40.106.69,dns3.dnsfilter.com
185.40.106.69,dns4.dnsfilter.com
185.40.106.69,ist357701.dnsfilter.co
185.40.106.78,dns.nextdns.io
185.40.232.242,dns1.dnsfilter.com
185.40.232.242,dns2.dnsfilter.com
185.40.232.242,dns3.dnsfilter.com
185.40.232.242,dns4.dnsfilter.com
185.40.232.242,lon22110.dnsfilter.co
185.40.232.243,dns1.eerodns.com
185.40.232.243,dns2.eerodns.com
185.40.232.243,lon22110.eerodns.com
185.40.232.50,dns1.dnsfilter.com
185.40.232.50,dns2.dnsfilter.com
185.40.232.50,dns3.dnsfilter.com
185.40.232.50,dns4.dnsfilter.com
185.40.232.50,lon22111.dnsfilter.co
185.40.232.51,dns1.eerodns.com
185.40.232.51,dns2.eerodns.com
185.40.232.51,lon22111.eerodns.com
185.40.235.61,buh22401.dnsfilter.co
185.40.235.61,dns1.dnsfilter.com
185.40.235.61,dns2.dnsfilter.com
185.40.235.61,dns3.dnsfilter.com
185.40.235.61,dns4.dnsfilter.com
185.43.135.1,odvr.nic.cz
185.49.141.37,edit.lektor.getdnsapi.net
185.49.141.37,getdnsapi.net
185.49.141.37,getdnsapi.org
185.49.141.37,getdns.nlnetlabs.nl
185.49.141.37,lektor.getdnsapi.net
185.49.141.37,www.getdnsapi.net
185.49.141.37,www.getdnsapi.org
185.49.141.38,dnssec-name-and-shame.com
185.49.141.38,edit.lektor.getdnsapi.net
185.49.141.38,getdnsapi.net
185.49.141.38,getdnsapi.org
185.49.141.38,getdns.nlnetlabs.nl
185.49.141.38,lektor.getdnsapi.net
185.49.141.38,www.dnssec-name-and-shame.com
185.49.141.38,www.getdnsapi.net
185.49.141.38,www.getdnsapi.org
185.51.200.1,dns.shecan.ir
185.51.200.2,dns.shecan.ir
185.51.76.54,dot.dama.no
185.64.79.5,dns.sb
185.64.79.5,dot.sb
185.70.9.10,dns.kuuhaku.moe
185.70.9.10,www.dns.kuuhaku.moe
185.71.138.138,wikimedia-dns.org
185.7.239.202,com.apple.dnssd-proxy
185.74.65.120,chrome-doh.presales.powerdns.equipment
185.76.9.100,dns1.dnsfilter.com
185.76.9.100,dns2.dnsfilter.com
185.76.9.100,dns3.dnsfilter.com
185.76.9.100,dns4.dnsfilter.com
185.76.9.100,sto367001.dnsfilter.co
185.76.9.101,dns1.eerodns.com
185.76.9.101,dns2.eerodns.com
185.76.9.101,sto367001.eerodns.com
185.86.151.156,dns.ra1ao.ru
185.87.111.218,dns.nextdns.io
185.87.111.218,tavu-hel-1.edge.nextdns.io
185.94.230.195,dns.pcextreme.eu
185.94.230.195,rn-debug.dns.pcextreme.eu
185.95.216.117,dns1.digitale-gesellschaft.ch
185.95.216.117,dns2.digitale-gesellschaft.ch
185.95.216.117,dns.digitale-gesellschaft.ch
185.95.216.126,dns1.digitale-gesellschaft.ch
185.95.216.126,dns2.digitale-gesellschaft.ch
185.95.216.126,dns.digitale-gesellschaft.ch
185.95.218.42,dns1.digitale-gesellschaft.ch
185.95.218.42,dns2.digitale-gesellschaft.ch
185.95.218.42,dns.digitale-gesellschaft.ch
185.95.218.43,dns1.digitale-gesellschaft.ch
185.95.218.43,dns2.digitale-gesellschaft.ch
185.95.218.43,dns.digitale-gesellschaft.ch
185.97.32.6,dns1.tranquillity.se
186.178.5.234,dns64.dns.google
186.178.5.234,dns.google
186.178.5.234,dns.google.com
187.10.167.225,dns64.dns.google
187.10.167.225,dns.google
187.10.167.225,dns.google.com
187.148.21.124,com.apple.dnssd-proxy
188.119.150.27,dns.dnsadblock.com
188.122.150.145,com.apple.dnssd-proxy
188.123.123.179,dns.nextdns.io
188.126.94.19,cph387301.dnsfilter.co
188.126.94.19,dns1.dnsfilter.com
188.126.94.19,dns2.dnsfilter.com
188.126.94.19,dns3.dnsfilter.com
188.126.94.19,dns4.dnsfilter.com
188.148.135.124,com.apple.dnssd-proxy
188.148.183.149,com.apple.dnssd-proxy
188.148.252.92,com.apple.dnssd-proxy
188.149.149.255,com.apple.dnssd-proxy
188.149.158.28,com.apple.dnssd-proxy
188.149.171.31,com.apple.dnssd-proxy
188.149.173.128,com.apple.dnssd-proxy
188.149.176.192,com.apple.dnssd-proxy
188.149.177.139,com.apple.dnssd-proxy
188.149.179.159,com.apple.dnssd-proxy
188.149.182.48,com.apple.dnssd-proxy
188.149.187.249,com.apple.dnssd-proxy
188.149.191.27,com.apple.dnssd-proxy
188.149.204.207,com.apple.dnssd-proxy
188.149.217.109,com.apple.dnssd-proxy
188.149.28.222,com.apple.dnssd-proxy
188.149.28.92,com.apple.dnssd-proxy
188.149.69.237,com.apple.dnssd-proxy
188.149.74.15,com.apple.dnssd-proxy
188.149.75.163,com.apple.dnssd-proxy
188.151.37.247,com.apple.dnssd-proxy
188.151.59.247,com.apple.dnssd-proxy
188.165.169.82,dot.oweteam.com
188.165.220.74,dns.k3nny.fr
188.165.4.138,dns.ccrespawn.net
188.166.193.99,dns.shadowsiam.cf
188.166.193.99,dns.shadowsiam.ga
188.166.193.99,dns.shadowsiam.gq
188.166.193.99,dns.shadowsiam.ml
188.166.193.99,dns.shadowsiam.tk
188.166.206.181,dns.azsopro.net
188.172.192.71,dns.nextdns.io
188.172.213.149,dns.nextdns.io
188.172.217.27,dns.nextdns.io
188.172.219.167,dns.nextdns.io
188.172.221.9,dns.nextdns.io
188.172.223.3,dns.nextdns.io
188.172.245.31,dns.nextdns.io
188.172.251.1,dns.nextdns.io
188.172.252.31,dns.nextdns.io
188.172.254.163,dns.nextdns.io
188.175.25.76,dns.mujoblacek.cz
188.193.38.34,com.apple.dnssd-proxy
188.208.143.11,dns.nextdns.io
188.216.11.93,dns.sanderguf.duckdns.org
188.22.105.236,cloudflare-dns.com
188.225.73.201,dns.nullgate.net
188.226.167.109,ns3.sdns.online
188.228.176.191,bsite.ddns.net
188.230.234.8,com.apple.dnssd-proxy
188.241.178.104,dns.nextdns.io
188.244.53.234,dns.vaculikovi.cz
188.244.6.184,artrax.ddns.net
188.247.137.43,cloudflare-dns.com
188.247.158.4,cloudflare-dns.com
188.34.204.154,dot.divert.at
188.40.154.101,dns01.flm9.net
188.40.154.102,dns02.flm9.net
188.60.101.245,ryvern.ddns.net
188.65.97.106,dns64.dns.google
188.65.97.106,dns.google
188.65.97.106,dns.google.com
188.68.40.234,dns.grqu.de
188.68.42.94,secure-dns.patodns.de
188.68.49.231,dns.k8n.de
188.68.50.215,dyndns.dukun.de
189.110.212.225,dns64.dns.google
189.110.212.225,dns.google
189.110.212.225,dns.google.com
190.203.180.166,com.apple.dnssd-proxy
190.219.170.229,com.apple.dnssd-proxy
190.238.69.80,com.apple.dnssd-proxy
191.101.207.252,dns.guccis.me
191.13.75.17,dns64.dns.google
191.13.75.17,dns.google
191.13.75.17,dns.google.com
191.13.76.122,dns64.dns.google
191.13.76.122,dns.google
191.13.76.122,dns.google.com
191.243.151.6,www.yspcloud.duckdns.org
191.243.151.6,yspcloud.duckdns.org
191.96.49.117,dns.nextdns.io
191.96.70.56,dns-edge-brazil-sp.cleanbrowsing.org
192.109.42.41,dns1.in-berlin.de
192.109.42.42,dns2.in-berlin.de
192.119.93.224,dns.reckoningslug.name
192.119.93.224,hwsrv-591470.hostwindsdns.com
192.121.87.101,dns.nextdns.io
192.145.127.148,dns.nextdns.io
192.145.47.80,dns.bermeitinger.eu
192.166.218.152,dns.cygrity.pl
192.166.245.175,dns.nextdns.io
192.174.101.41,com.apple.dnssd-proxy
192.176.253.65,com.apple.dnssd-proxy
192.176.49.98,com.apple.dnssd-proxy
192.176.50.227,com.apple.dnssd-proxy
192.18.158.230,dns.thebritishaccent.net
192.210.203.194,jithub.ddns.net
192.240.58.21,com.apple.dnssd-proxy
192.24.141.206,com.apple.dnssd-proxy
192.3.249.164,dns.myan.cf
192.3.253.106,dns.comxyz.com
192.36.27.86,dns.nextdns.io
192.36.41.39,dns.nextdns.io
192.36.61.41,dns.nextdns.io
192.3.73.139,dns2.afastserver.com
192.46.231.38,dns.fadhilyori.my.id
192.55.253.200,com.apple.dnssd-proxy
192.64.72.170,dns.above-agency.com
192.71.166.89,dns.nextdns.io
192.71.244.126,dns.nextdns.io
192.73.233.212,cloudflare-dns.com
192.73.240.126,dns2-sea.securd.com
192.73.240.126,dns.securd.com
192.73.240.168,dns1-sea.securd.com
192.73.240.168,dns.securd.com
192.73.243.142,dns1-mia.securd.com
192.73.243.142,dns.securd.com
192.73.243.252,dns2-mia.securd.com
192.73.243.252,dns.securd.com
192.73.244.179,dns1-lax.securd.com
192.73.244.179,dns.securd.com
192.73.246.242,chi20410.dnsfilter.co
192.73.246.242,dns1.dnsfilter.com
192.73.246.242,dns2.dnsfilter.com
192.73.246.242,dns3.dnsfilter.com
192.73.246.242,dns4.dnsfilter.com
192.73.246.243,chi20410.eerodns.com
192.73.246.243,dns1.eerodns.com
192.73.246.243,dns2.eerodns.com
192.73.246.250,chi20411.dnsfilter.co
192.73.246.250,dns1.dnsfilter.com
192.73.246.250,dns2.dnsfilter.com
192.73.246.250,dns3.dnsfilter.com
192.73.246.250,dns4.dnsfilter.com
192.73.246.251,chi20411.eerodns.com
192.73.246.251,dns1.eerodns.com
192.73.246.251,dns2.eerodns.com
192.73.247.146,chi20412.dnsfilter.co
192.73.247.146,dns1.dnsfilter.com
192.73.247.146,dns2.dnsfilter.com
192.73.247.146,dns3.dnsfilter.com
192.73.247.146,dns4.dnsfilter.com
192.73.247.147,chi20412.eerodns.com
192.73.247.147,dns1.eerodns.com
192.73.247.147,dns2.eerodns.com
192.73.247.154,chi20413.dnsfilter.co
192.73.247.154,dns1.dnsfilter.com
192.73.247.154,dns2.dnsfilter.com
192.73.247.154,dns3.dnsfilter.com
192.73.247.154,dns4.dnsfilter.com
192.73.247.155,chi20413.eerodns.com
192.73.247.155,dns1.eerodns.com
192.73.247.155,dns2.eerodns.com
192.73.247.170,chi20414.dnsfilter.co
192.73.247.170,dns1.dnsfilter.com
192.73.247.170,dns2.dnsfilter.com
192.73.247.170,dns3.dnsfilter.com
192.73.247.170,dns4.dnsfilter.com
192.73.247.171,chi20414.eerodns.com
192.73.247.171,dns1.eerodns.com
192.73.247.171,dns2.eerodns.com
192.73.247.178,chi20415.dnsfilter.co
192.73.247.178,dns1.dnsfilter.com
192.73.247.178,dns2.dnsfilter.com
192.73.247.178,dns3.dnsfilter.com
192.73.247.178,dns4.dnsfilter.com
192.73.247.179,chi20415.eerodns.com
192.73.247.179,dns1.eerodns.com
192.73.247.179,dns2.eerodns.com
192.73.250.162,den21710.dnsfilter.co
192.73.250.162,dns1.dnsfilter.com
192.73.250.162,dns2.dnsfilter.com
192.73.250.162,dns3.dnsfilter.com
192.73.250.162,dns4.dnsfilter.com
192.73.250.163,den21710.eerodns.com
192.73.250.163,dns1.eerodns.com
192.73.250.163,dns2.eerodns.com
192.73.250.170,den21711.dnsfilter.co
192.73.250.170,dns1.dnsfilter.com
192.73.250.170,dns2.dnsfilter.com
192.73.250.170,dns3.dnsfilter.com
192.73.250.170,dns4.dnsfilter.com
192.73.250.171,den21711.eerodns.com
192.73.250.171,dns1.eerodns.com
192.73.250.171,dns2.eerodns.com
192.73.251.234,dns1.dnsfilter.com
192.73.251.234,dns2.dnsfilter.com
192.73.251.234,dns3.dnsfilter.com
192.73.251.234,dns4.dnsfilter.com
192.73.251.234,nyc20110.dnsfilter.co
192.73.251.235,dns1.eerodns.com
192.73.251.235,dns2.eerodns.com
192.73.251.235,nyc20110.eerodns.com
192.73.251.242,dns1.dnsfilter.com
192.73.251.242,dns2.dnsfilter.com
192.73.251.242,dns3.dnsfilter.com
192.73.251.242,dns4.dnsfilter.com
192.73.251.242,nyc20111.dnsfilter.co
192.73.251.243,dns1.eerodns.com
192.73.251.243,dns2.eerodns.com
192.73.251.243,nyc20111.eerodns.com
192.73.251.250,dns1.dnsfilter.com
192.73.251.250,dns2.dnsfilter.com
192.73.251.250,dns3.dnsfilter.com
192.73.251.250,dns4.dnsfilter.com
192.73.251.250,nyc20112.dnsfilter.co
192.73.251.251,dns1.eerodns.com
192.73.251.251,dns2.eerodns.com
192.73.251.251,nyc20112.eerodns.com
192.73.251.58,dns1.dnsfilter.com
192.73.251.58,dns2.dnsfilter.com
192.73.251.58,dns3.dnsfilter.com
192.73.251.58,dns4.dnsfilter.com
192.73.251.58,nyc20113.dnsfilter.co
192.73.251.59,dns1.eerodns.com
192.73.251.59,dns2.eerodns.com
192.73.251.59,nyc20113.eerodns.com
192.73.252.184,dns04-nsjc-c2szps.001.prd.c2szps.spscld.net
192.73.253.114,dns1.dnsfilter.com
192.73.253.114,dns2.dnsfilter.com
192.73.253.114,dns3.dnsfilter.com
192.73.253.114,dns4.dnsfilter.com
192.73.253.114,was20210.dnsfilter.co
192.73.253.115,dns1.eerodns.com
192.73.253.115,dns2.eerodns.com
192.73.253.115,was20210.eerodns.com
192.73.253.178,dns1.dnsfilter.com
192.73.253.178,dns2.dnsfilter.com
192.73.253.178,dns3.dnsfilter.com
192.73.253.178,dns4.dnsfilter.com
192.73.253.178,was20211.dnsfilter.co
192.73.253.179,dns1.eerodns.com
192.73.253.179,dns2.eerodns.com
192.73.253.179,was20211.eerodns.com
192.73.255.250,dns1.dnsfilter.com
192.73.255.250,dns2.dnsfilter.com
192.73.255.250,dns3.dnsfilter.com
192.73.255.250,dns4.dnsfilter.com
192.73.255.250,lax20512.dnsfilter.co
192.73.255.251,dns1.eerodns.com
192.73.255.251,dns2.eerodns.com
192.73.255.251,lax20512.eerodns.com
193.110.202.217,dns.liji8.top
193.11.114.152,dns.winterbird.org
193.122.111.154,dnsp.bhyoo.com
193.122.131.242,admana.duckdns.org
193.122.145.211,dns.frankindev.com
193.122.146.137,dns.stevenz.net
193.122.99.248,x-o-x.duckdns.org
193.123.229.112,dns.milkomeda.ga
193.123.244.27,dns.jinwoo.dev
193.123.251.111,dns.myjarvis.top
193.123.34.66,dns.developmenthouse.ru
193.123.38.18,adguarddns.ddns.net
193.124.112.208,dns.skrep.in
193.138.214.42,dns.momou.ch
193.150.197.124,com.apple.dnssd-proxy
193.150.229.237,com.apple.dnssd-proxy
193.168.204.73,dns.nextdns.io
193.168.242.193,dom-arka.duckdns.org
193.170.194.35,dyndns.servus.at
193.170.194.35,ipv4.dyndns.servus.at
193.170.194.35,ipv6.dyndns.servus.at
193.17.47.1,odvr.nic.cz
193.180.164.217,com.apple.dnssd-proxy
193.180.80.1,dns.blokada.org
193.180.80.1,dot.blokada.org
193.180.80.2,dns.blokada.org
193.180.80.2,dot.blokada.org
193.183.105.122,com.apple.dnssd-proxy
193.183.211.252,com.apple.dnssd-proxy
193.19.108.2,doh.mullvad.net
193.19.108.3,adblock.doh.mullvad.net
193.200.238.80,dot.dama.no
193.201.126.42,dns.hvhost.ru
193.211.6.216,cloudflare-dns.com
193.218.118.66,c.cyberiadot.invalid
193.221.120.81,com.apple.dnssd-proxy
193.228.181.136,dns.gan-x.net
193.25.62.53,dot.hsdp.io
193.25.62.53,www.dot.hsdp.io
193.25.63.53,dot.hsdp.io
193.25.63.53,www.dot.hsdp.io
193.26.156.55,dns.saumagen.xyz
193.26.159.137,dns.libredns.eu
193.26.159.137,mail.libredns.eu
193.29.62.196,chi.ahadns.net
193.29.62.196,dot.chi.ahadns.net
193.30.121.226,dns.zuim.de
193.30.122.186,dns.hahnjo.de
193.31.24.91,dns.5ososea.com
193.69.219.24,com.apple.dnssd-proxy
193.70.85.11,dot.bortzmeyer.fr
193.71.240.79,com.apple.dnssd-proxy
193.7.200.123,dns.nextdns.io
193.75.53.49,com.apple.dnssd-proxy
193.9.112.136,dns.nextdns.io
193.91.142.207,com.apple.dnssd-proxy
193.9.44.160,dns64.dns.google
193.9.44.160,dns.google
